Verkäufe,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
3747,normal,0.01401884,Gefrorenes,178.1344,Supermarkt_Gr.3
1594,niedrig,0,Haushaltsartikel,114.4518,Supermarkt_Gr.1
262,niedrig,0.044539371,Snacks,85.3198,Lebensmittelladen
4890,niedrig,0,Früchte&Gemüse,179.9976,Supermarkt_Gr.1
806,niedrig,0,Alkohol,72.338,Supermarkt_Gr.1
1438,niedrig,0.050168354,Getränke,95.3752,Supermarkt_Gr.1
1147,normal,0.040154087,Getränke,164.6868,Supermarkt_Gr.1
1172,niedrig,0.009364957,Backwaren,74.238,Supermarkt_Gr.3
3039,normal,0.037539164,Snacks,106.9254,Supermarkt_Gr.1
2277,niedrig,0.026992588,Fleisch,127.302,Supermarkt_Gr.1
2008,niedrig,0.076156245,Haushaltsartikel,156.4656,Supermarkt_Gr.1
649,niedrig,0.026192765,Snacks,215.685,Supermarkt_Gr.2
4364,normal,0.058542509,Früchte&Gemüse,188.353,Supermarkt_Gr.3
1822,niedrig,0.089686322,Snacks,115.3518,Supermarkt_Gr.2
708,niedrig,0.047364617,Andere,100.0016,Supermarkt_Gr.1
3049,niedrig,0.156269303,Fleisch,159.6578,Supermarkt_Gr.1
1443,niedrig,0.035185588,Snacks,181.3318,Supermarkt_Gr.1
154,niedrig,0.247321039,Snacks,152.3998,Lebensmittelladen
3129,normal,0.009979271,Snacks,155.763,Supermarkt_Gr.2
509,niedrig,0.054863459,Gesundheitsartikel,58.393,Supermarkt_Gr.2
3486,niedrig,0.075620262,Snacks,123.8046,Supermarkt_Gr.1
1342,normal,0.02236923,Brote,104.799,Supermarkt_Gr.2
4819,normal,0.073906461,Milchprodukt,218.4482,Supermarkt_Gr.1
759,niedrig,0.032283676,Dosenware,52.2008,Supermarkt_Gr.1
659,niedrig,0.11207602,Snacks,58.022,Supermarkt_Gr.1
1738,niedrig,0.087668236,Milchprodukt,94.941,Supermarkt_Gr.1
2519,niedrig,0.049067877,Snacks,115.6176,Supermarkt_Gr.1
1538,normal,0.026355345,Früchte&Gemüse,100.8332,Supermarkt_Gr.1
2250,normal,0.145631695,Früchte&Gemüse,172.808,Supermarkt_Gr.2
5705,niedrig,0.029793955,Snacks,167.2816,Supermarkt_Gr.3
2252,niedrig,0.033160417,Haushaltsartikel,119.6124,Supermarkt_Gr.1
5405,niedrig,0.035574413,Früchte&Gemüse,131.4284,Supermarkt_Gr.3
2265,normal,0.047801883,Gefrorenes,127.4362,Supermarkt_Gr.1
991,niedrig,0.083198341,Gefrorenes,246.0776,Supermarkt_Gr.1
340,niedrig,0.059281315,Fisch&Meeresfrüchte,111.586,Lebensmittelladen
348,niedrig,0.171417316,Getränke,173.0738,Lebensmittelladen
796,niedrig,0.007348286,Gefrorenes,62.8536,Supermarkt_Gr.1
304,niedrig,0,Backwaren,152.6024,Supermarkt_Gr.1
2190,normal,0.170795745,Milchprodukt,154.463,Supermarkt_Gr.1
2445,normal,0.025966531,Fleisch,102.2674,Supermarkt_Gr.1
366,niedrig,0.161489509,Früchte&Gemüse,37.619,Supermarkt_Gr.1
792,normal,0.025899245,Snacks,81.1302,Supermarkt_Gr.1
1714,normal,0.039906377,Früchte&Gemüse,191.3188,Supermarkt_Gr.1
822,niedrig,0.072864869,Getränke,165.2526,Lebensmittelladen
1488,normal,0.079419755,Backwaren,99.8042,Supermarkt_Gr.1
2337,niedrig,0.03050705,Andere,180.366,Supermarkt_Gr.1
779,niedrig,0.073490977,Dosenware,157.3972,Supermarkt_Gr.2
1606,niedrig,0.070843019,Alkohol,177.7344,Supermarkt_Gr.1
2328,niedrig,0.053688479,Milchprodukt,178.3002,Supermarkt_Gr.2
3718,niedrig,0.056911107,Milchprodukt,233.9642,Supermarkt_Gr.1
121,niedrig,0.014472516,Haushaltsartikel,122.0756,Lebensmittelladen
1571,normal,0.150319469,Gefrorenes,156.9288,Supermarkt_Gr.1
5351,normal,0.032750291,Snacks,112.1518,Supermarkt_Gr.3
1166,normal,0.016622448,Früchte&Gemüse,50.2034,Supermarkt_Gr.1
3662,niedrig,0.014482153,Gesundheitsartikel,182.295,Supermarkt_Gr.1
3829,niedrig,0,Getränke,141.6154,Supermarkt_Gr.1
1177,normal,0.025205909,Dosenware,149.1418,Supermarkt_Gr.1
519,niedrig,0.037971697,Gesundheitsartikel,38.948,Supermarkt_Gr.1
1151,niedrig,0.039544237,Snacks,163.6526,Supermarkt_Gr.1
3384,niedrig,0.111613921,Snacks,152.6998,Supermarkt_Gr.1
2233,normal,0.140524691,Fisch&Meeresfrüchte,172.7764,Supermarkt_Gr.1
2631,normal,0.045073782,Snacks,101.9016,Supermarkt_Gr.1
165,niedrig,0.043168763,Getränke,82.8592,Lebensmittelladen
571,niedrig,0.020547951,Früchte&Gemüse,51.2324,Supermarkt_Gr.1
6040,niedrig,0.113694957,Haushaltsartikel,253.4724,Supermarkt_Gr.1
1358,niedrig,0.097043739,Milchprodukt,57.493,Supermarkt_Gr.1
1238,niedrig,0.058121214,Gesundheitsartikel,104.499,Supermarkt_Gr.1
170,normal,0.07665661,Snacks,32.3558,Supermarkt_Gr.1
2833,niedrig,0.035204319,Haushaltsartikel,122.873,Supermarkt_Gr.1
2625,niedrig,0.089333332,Gesundheitsartikel,145.6102,Supermarkt_Gr.1
3258,normal,0,Dosenware,153.3314,Supermarkt_Gr.1
1796,niedrig,0.080956792,Gesundheitsartikel,95.2436,Supermarkt_Gr.1
1714,niedrig,0.03391645,Andere,130.9284,Supermarkt_Gr.1
2983,normal,0.102704495,Dosenware,94.312,Supermarkt_Gr.1
1304,niedrig,0.163910938,Haushaltsartikel,119.2124,Supermarkt_Gr.1
2898,normal,0.058827383,Früchte&Gemüse,172.2448,Supermarkt_Gr.1
919,niedrig,0.044840933,Getränke,78.367,Supermarkt_Gr.1
867,normal,0.029843736,Milchprodukt,143.9786,Supermarkt_Gr.2
2884,niedrig,0.061446997,Getränke,150.4024,Supermarkt_Gr.1
221,niedrig,0.011180713,Andere,53.8614,Supermarkt_Gr.1
1619,niedrig,0.038822077,Snacks,147.7418,Supermarkt_Gr.3
297,niedrig,0.053397989,Dosenware,149.3734,Supermarkt_Gr.1
241,niedrig,0.043828293,Haushaltsartikel,121.4098,Lebensmittelladen
202,normal,0.214139786,Früchte&Gemüse,102.4016,Lebensmittelladen
426,normal,0.109075742,Getränke,42.9112,Supermarkt_Gr.1
2647,niedrig,0.012448294,Früchte&Gemüse,188.2872,Supermarkt_Gr.1
2503,niedrig,0.064030636,Gefrorenes,154.463,Supermarkt_Gr.2
2812,niedrig,0.14781046,Haushaltsartikel,234.8616,Supermarkt_Gr.1
373,niedrig,0.071136948,Haushaltsartikel,76.3696,Supermarkt_Gr.1
2613,normal,0.07566089,Brote,145.4444,Supermarkt_Gr.1
4845,normal,0.16102755,Dosenware,254.1014,Supermarkt_Gr.1
160,normal,0.029893094,Snacks,81.096,Lebensmittelladen
872,niedrig,0.027761289,Getränke,85.8198,Supermarkt_Gr.1
3236,niedrig,0.012272797,Früchte&Gemüse,160.2894,Supermarkt_Gr.1
842,niedrig,0.174317307,Snacks,106.7964,Supermarkt_Gr.1
1380,niedrig,0.135707553,Alkohol,170.6422,Supermarkt_Gr.1
3559,niedrig,0.068219025,Früchte&Gemüse,198.9426,Supermarkt_Gr.1
4244,niedrig,0.021468792,Haushaltsartikel,251.675,Supermarkt_Gr.1
3416,normal,0.163882129,Milchprodukt,113.2518,Supermarkt_Gr.3
3116,niedrig,0.082250143,Getränke,118.344,Supermarkt_Gr.1
3770,niedrig,0.046026479,Backwaren,196.5084,Supermarkt_Gr.1
1186,niedrig,0,Alkohol,108.9596,Supermarkt_Gr.1
1541,niedrig,0.052149675,Snacks,118.3124,Supermarkt_Gr.1
2553,niedrig,0.040911824,Getränke,142.3154,Supermarkt_Gr.1
1619,niedrig,0.056235142,Backwaren,102.0016,Supermarkt_Gr.1
830,normal,0.062170334,Snacks,60.9562,Supermarkt_Gr.1
1166,normal,0.032427039,Gefrorenes,147.7102,Supermarkt_Gr.1
1666,niedrig,0.099309997,Früchte&Gemüse,91.4462,Supermarkt_Gr.1
2876,niedrig,0.05310896,Snacks,193.6504,Supermarkt_Gr.1
2702,niedrig,0.044843161,Haushaltsartikel,246.1802,Supermarkt_Gr.2
189,niedrig,0.164966345,Getränke,189.4872,Lebensmittelladen
2956,normal,0.032435437,Getränke,124.873,Supermarkt_Gr.1
8132,niedrig,0.06961884,Cerealien,260.3252,Supermarkt_Gr.1
1542,niedrig,0.08165147,Früchte&Gemüse,258.3988,Supermarkt_Gr.2
3635,niedrig,0.028723187,Gesundheitsartikel,131.831,Supermarkt_Gr.3
4346,niedrig,0.020994339,Gesundheitsartikel,255.6672,Supermarkt_Gr.1
466,normal,0.026561057,Dosenware,93.712,Supermarkt_Gr.1
169,normal,0.100262068,Backwaren,169.6132,Lebensmittelladen
5851,niedrig,0.057012606,Milchprodukt,225.0404,Supermarkt_Gr.1
2682,niedrig,0.041009558,Snacks,141.2496,Supermarkt_Gr.1
3828,niedrig,0.028578012,Milchprodukt,152.234,Supermarkt_Gr.1
2374,normal,0,Brote,101.699,Supermarkt_Gr.1
1097,niedrig,0.045088724,Milchprodukt,39.7138,Supermarkt_Gr.3
2168,niedrig,0.018757586,Gesundheitsartikel,96.9384,Supermarkt_Gr.3
1846,normal,0.056500895,Brote,85.8908,Supermarkt_Gr.1
1884,niedrig,0.024576875,Gesundheitsartikel,186.6214,Supermarkt_Gr.2
148,niedrig,0.188038372,Snacks,146.4076,Lebensmittelladen
3426,niedrig,0.015908485,Snacks,161.421,Supermarkt_Gr.1
1854,niedrig,0.075845634,Haushaltsartikel,156.0656,Supermarkt_Gr.1
674,niedrig,0.098803088,Früchte&Gemüse,169.7474,Supermarkt_Gr.2
172,niedrig,0.227189581,Alkohol,173.9422,Lebensmittelladen
541,niedrig,0.041459804,Früchte&Gemüse,39.2164,Supermarkt_Gr.1
2732,normal,0.032882271,Snacks,113.5518,Supermarkt_Gr.1
1162,niedrig,0.049583899,Snacks,193.8478,Supermarkt_Gr.1
1228,normal,0.02536567,Backwaren,82.7934,Supermarkt_Gr.1
875,niedrig,0.07229836,Früchte&Gemüse,48.2034,Supermarkt_Gr.1
1918,niedrig,0.022924552,Früchte&Gemüse,157.892,Supermarkt_Gr.1
731,normal,0.040897932,Früchte&Gemüse,82.6276,Supermarkt_Gr.1
791,normal,0.127660257,Gefrorenes,198.5426,Lebensmittelladen
4264,niedrig,0.008764786,Früchte&Gemüse,123.1414,Supermarkt_Gr.1
1480,niedrig,0.011604894,Milchprodukt,166.0526,Supermarkt_Gr.1
1581,niedrig,0.038169783,Gefrorenes,64.551,Supermarkt_Gr.1
3015,niedrig,0.018568129,Dosenware,188.2214,Supermarkt_Gr.1
4966,normal,0.062109174,Früchte&Gemüse,223.7062,Supermarkt_Gr.3
438,niedrig,0.038671588,Milchprodukt,64.2852,Supermarkt_Gr.1
283,niedrig,0.077169841,Gesundheitsartikel,55.593,Supermarkt_Gr.1
1835,niedrig,0.041028937,Snacks,142.6496,Supermarkt_Gr.1
1065,niedrig,0.013387211,Andere,105.628,Supermarkt_Gr.1
4189,niedrig,0.017936715,Gesundheitsartikel,93.7094,Supermarkt_Gr.3
162,normal,0.223440258,Backwaren,52.2298,Lebensmittelladen
3328,niedrig,0,Haushaltsartikel,159.6604,Supermarkt_Gr.1
2926,niedrig,0.060942632,Cerealien,225.6404,Supermarkt_Gr.1
5383,niedrig,0.042641788,Dosenware,257.833,Supermarkt_Gr.1
1571,niedrig,0.021427082,Backwaren,156.5288,Supermarkt_Gr.1
1427,niedrig,0.042930789,Früchte&Gemüse,88.5172,Supermarkt_Gr.1
2695,normal,0.047697859,Gefrorenes,244.6144,Supermarkt_Gr.1
314,niedrig,0.10764721,Gefrorenes,39.3822,Supermarkt_Gr.1
2960,niedrig,0.039577173,Snacks,166.1526,Supermarkt_Gr.1
1158,niedrig,0.130415118,Backwaren,75.9328,Supermarkt_Gr.1
3502,niedrig,0.082921642,Haushaltsartikel,175.2054,Supermarkt_Gr.1
3008,niedrig,0.075515154,Milchprodukt,167.2158,Supermarkt_Gr.1
253,niedrig,0.046994717,Fleisch,125.802,Lebensmittelladen
867,normal,0.04679836,Früchte&Gemüse,123.8388,Supermarkt_Gr.2
1151,niedrig,0.143129124,Gefrorenes,58.8878,Supermarkt_Gr.1
2768,niedrig,0.034013539,Andere,133.2284,Supermarkt_Gr.1
3365,normal,0.022921735,Backwaren,240.7538,Supermarkt_Gr.1
344,normal,0.030616757,Früchte&Gemüse,112.7176,Supermarkt_Gr.1
2547,niedrig,0.06575528,Gefrorenes,151.505,Supermarkt_Gr.1
1128,normal,0.144856342,Snacks,100.5332,Supermarkt_Gr.1
68,normal,0.267352587,Gefrorenes,34.9558,Lebensmittelladen
4402,niedrig,0.130867413,Backwaren,150.8024,Supermarkt_Gr.3
1902,niedrig,0.123449671,Dosenware,89.7488,Supermarkt_Gr.3
739,niedrig,0.014689006,Gefrorenes,74.5038,Supermarkt_Gr.1
1413,normal,0.037918142,Snacks,129.6994,Supermarkt_Gr.2
2993,niedrig,0.047964395,Snacks,185.0898,Supermarkt_Gr.1
1721,niedrig,0.105018817,Snacks,155.263,Supermarkt_Gr.1
2864,niedrig,0.014577412,Früchte&Gemüse,160.7262,Supermarkt_Gr.1
503,niedrig,0.143870574,Snacks,169.4816,Lebensmittelladen
3582,niedrig,0.053553794,Milchprodukt,178.6002,Supermarkt_Gr.1
575,niedrig,0.075889215,Gesundheitsartikel,37.6532,Supermarkt_Gr.1
3149,niedrig,0.120280989,Andere,142.747,Supermarkt_Gr.1
3374,niedrig,0.182653772,Andere,243.0196,Supermarkt_Gr.1
567,niedrig,0.25637539,Brote,94.8436,Lebensmittelladen
289,normal,0.107036943,Früchte&Gemüse,144.2786,Supermarkt_Gr.1
3358,niedrig,0,Gefrorenes,258.3304,Supermarkt_Gr.1
3663,normal,0.106238768,Früchte&Gemüse,176.1396,Supermarkt_Gr.1
5321,niedrig,0.055545797,Milchprodukt,220.5114,Supermarkt_Gr.1
3511,niedrig,0.019386057,Gesundheitsartikel,194.5794,Supermarkt_Gr.3
1744,niedrig,0.064921764,Dosenware,88.1198,Supermarkt_Gr.1
2537,niedrig,0.094694278,Haushaltsartikel,254.9698,Supermarkt_Gr.1
1957,niedrig,0.019554705,Andere,162.421,Supermarkt_Gr.2
1912,niedrig,0.033060937,Fleisch,172.4738,Supermarkt_Gr.1
4099,normal,0.078181964,Fleisch,106.7596,Supermarkt_Gr.1
1654,niedrig,0,Dosenware,90.2804,Supermarkt_Gr.2
1981,normal,0.100583009,Früchte&Gemüse,123.5388,Supermarkt_Gr.2
146,niedrig,0.136124989,Andere,38.319,Lebensmittelladen
3374,normal,0.021353642,Früchte&Gemüse,122.1098,Supermarkt_Gr.3
2381,niedrig,0.115167579,Getränke,199.8084,Supermarkt_Gr.1
1851,niedrig,0.113559058,Getränke,184.2924,Supermarkt_Gr.1
5910,niedrig,0.038641968,Früchte&Gemüse,212.1586,Supermarkt_Gr.1
2207,normal,0.157246634,Snacks,145.6418,Supermarkt_Gr.1
2021,normal,0.010917052,Snacks,185.3608,Supermarkt_Gr.1
5346,niedrig,0.033172957,Snacks,172.0422,Supermarkt_Gr.1
2932,normal,0.058719726,Backwaren,171.1422,Supermarkt_Gr.1
1454,niedrig,0,Backwaren,111.8544,Supermarkt_Gr.2
2875,niedrig,0.141524348,Dosenware,168.4132,Supermarkt_Gr.1
6353,normal,0.035895934,Gefrorenes,244.4486,Supermarkt_Gr.1
4567,niedrig,0.039980644,Snacks,227.3694,Supermarkt_Gr.1
370,niedrig,0,Gesundheitsartikel,123.473,Lebensmittelladen
90,niedrig,0,Früchte&Gemüse,90.883,Lebensmittelladen
2357,niedrig,0.054056927,Snacks,116.8466,Supermarkt_Gr.1
2463,normal,0.009636821,Milchprodukt,121.873,Supermarkt_Gr.1
1921,niedrig,0.086266286,Gefrorenes,147.2076,Supermarkt_Gr.1
1067,niedrig,0.033081389,Haushaltsartikel,116.5124,Supermarkt_Gr.1
644,normal,0.043989429,Cerealien,60.2904,Supermarkt_Gr.1
2429,niedrig,0.047178116,Backwaren,99.4016,Supermarkt_Gr.1
2517,niedrig,0.074496043,Snacks,251.9724,Supermarkt_Gr.1
965,normal,0.039189221,Snacks,97.341,Supermarkt_Gr.1
4563,niedrig,0.115819014,Getränke,198.3084,Supermarkt_Gr.1
2700,normal,0.129008866,Backwaren,226.9404,Supermarkt_Gr.1
1582,normal,0.160371305,Snacks,143.9128,Supermarkt_Gr.2
6166,normal,0.085392428,Früchte&Gemüse,226.7694,Supermarkt_Gr.3
476,niedrig,0.038925251,Getränke,34.919,Supermarkt_Gr.1
2450,normal,0.041557653,Früchte&Gemüse,124.5072,Supermarkt_Gr.1
346,niedrig,0.060237465,Alkohol,115.9834,Lebensmittelladen
1854,normal,0.091098018,Gefrorenes,233.5984,Supermarkt_Gr.1
4472,niedrig,0.117874024,Snacks,193.6136,Supermarkt_Gr.1
1985,niedrig,0.030795085,Getränke,143.3154,Supermarkt_Gr.1
5954,normal,0.063689583,Milchprodukt,181.9318,Supermarkt_Gr.1
1868,normal,0.184041545,Milchprodukt,110.157,Supermarkt_Gr.2
2269,normal,0.13283066,Früchte&Gemüse,190.6872,Supermarkt_Gr.1
5426,niedrig,0.020441939,Getränke,216.4508,Supermarkt_Gr.1
2519,niedrig,0.037712875,Fleisch,64.4826,Supermarkt_Gr.3
959,niedrig,0.013840784,Gefrorenes,65.2168,Supermarkt_Gr.1
1151,niedrig,0.060198496,Cerealien,162.9526,Supermarkt_Gr.1
2433,niedrig,0.008559557,Gesundheitsartikel,117.2492,Supermarkt_Gr.1
1648,niedrig,0.061883353,Milchprodukt,147.905,Supermarkt_Gr.1
5816,niedrig,0.052085615,Fleisch,242.8512,Supermarkt_Gr.3
1575,normal,0.039385992,Fleisch,224.8404,Lebensmittelladen
792,niedrig,0.064241345,Alkohol,45.206,Supermarkt_Gr.1
639,niedrig,0.006759519,Haushaltsartikel,42.8112,Supermarkt_Gr.1
2988,niedrig,0.167243769,Haushaltsartikel,176.2712,Supermarkt_Gr.1
1748,niedrig,0.01469075,Backwaren,84.725,Supermarkt_Gr.2
2411,normal,0.013551445,Snacks,142.0154,Supermarkt_Gr.2
3691,niedrig,0.105085956,Früchte&Gemüse,82.3908,Supermarkt_Gr.3
1989,niedrig,0.017038777,Gesundheitsartikel,112.5228,Supermarkt_Gr.1
2087,normal,0.038718195,Früchte&Gemüse,110.657,Supermarkt_Gr.1
352,normal,0.075291577,Früchte&Gemüse,119.1808,Lebensmittelladen
2501,normal,0,Gefrorenes,148.7418,Supermarkt_Gr.1
830,niedrig,0,Snacks,119.5124,Supermarkt_Gr.2
1358,normal,0.082085787,Früchte&Gemüse,92.2488,Supermarkt_Gr.2
6898,niedrig,0.095931002,Getränke,198.5768,Supermarkt_Gr.3
1035,normal,0.011448629,Snacks,72.9038,Supermarkt_Gr.1
1964,niedrig,0.00879232,Haushaltsartikel,195.011,Supermarkt_Gr.1
1947,niedrig,0.049167388,Snacks,114.9176,Supermarkt_Gr.1
1480,niedrig,0.079046992,Gesundheitsartikel,39.8506,Supermarkt_Gr.3
5191,normal,0.049580407,Backwaren,227.4062,Supermarkt_Gr.1
1809,niedrig,0.022399592,Früchte&Gemüse,96.0094,Supermarkt_Gr.1
3396,niedrig,0.033926852,Fisch&Meeresfrüchte,111.586,Supermarkt_Gr.1
5201,normal,0.021617397,Fisch&Meeresfrüchte,185.0582,Supermarkt_Gr.1
769,niedrig,0.0814536,Andere,36.819,Supermarkt_Gr.1
2349,niedrig,0.07607772,Backwaren,112.4544,Supermarkt_Gr.1
1598,normal,0.135775701,Gefrorenes,54.564,Supermarkt_Gr.1
2493,normal,0,Früchte&Gemüse,193.0504,Supermarkt_Gr.1
796,niedrig,0.076891526,Milchprodukt,61.5536,Supermarkt_Gr.1
4501,normal,0.128543405,Backwaren,226.5404,Supermarkt_Gr.1
3079,normal,0.014793357,Milchprodukt,191.5162,Supermarkt_Gr.1
5698,normal,0.066406853,Gefrorenes,259.7962,Supermarkt_Gr.3
679,normal,0.007140468,Snacks,40.848,Supermarkt_Gr.1
929,normal,0.020858779,Snacks,62.8194,Supermarkt_Gr.1
3663,niedrig,0.123346085,Alkohol,172.5396,Supermarkt_Gr.1
1305,niedrig,0.159937597,Snacks,93.912,Supermarkt_Gr.1
3421,niedrig,0.067128641,Getränke,242.8486,Supermarkt_Gr.3
3845,niedrig,0.042736348,Dosenware,255.933,Supermarkt_Gr.1
3762,normal,0.172629683,Fleisch,148.4708,Supermarkt_Gr.3
2768,niedrig,0.007278512,Fleisch,196.7426,Supermarkt_Gr.1
4570,niedrig,0,Milchprodukt,205.7296,Supermarkt_Gr.1
3020,normal,0.03079807,Snacks,252.9724,Supermarkt_Gr.1
959,niedrig,0.12152072,Früchte&Gemüse,118.244,Supermarkt_Gr.1
2376,niedrig,0.053591345,Dosenware,149.7734,Supermarkt_Gr.1
852,niedrig,0.035163639,Gesundheitsartikel,84.4224,Supermarkt_Gr.1
146,niedrig,0.061470858,Haushaltsartikel,48.6034,Lebensmittelladen
270,niedrig,0.043226398,Cerealien,37.5164,Supermarkt_Gr.1
252,niedrig,0.062640143,Cerealien,36.6532,Supermarkt_Gr.1
1143,normal,0.06358394,Milchprodukt,89.4856,Supermarkt_Gr.1
1348,niedrig,0.077389797,Gesundheitsartikel,60.8536,Supermarkt_Gr.1
5366,normal,0.00878535,Fleisch,204.998,Supermarkt_Gr.1
711,normal,0.136592891,Fleisch,238.0248,Lebensmittelladen
1662,normal,0.054937907,Cerealien,64.2168,Supermarkt_Gr.1
3416,normal,0.007084185,Getränke,191.153,Supermarkt_Gr.1
1655,niedrig,0.027052013,Haushaltsartikel,73.9354,Supermarkt_Gr.1
844,normal,0.072863893,Snacks,118.6098,Supermarkt_Gr.1
146,niedrig,0.244102315,Snacks,148.076,Lebensmittelladen
1348,niedrig,0.141789197,Snacks,121.9072,Supermarkt_Gr.1
3701,niedrig,0.035414528,Brote,218.2166,Supermarkt_Gr.3
6018,niedrig,0.022864238,Gefrorenes,260.0594,Supermarkt_Gr.1
1886,niedrig,0.054011943,Snacks,116.5466,Supermarkt_Gr.1
2246,normal,0.117462619,Snacks,158.9578,Supermarkt_Gr.1
4437,niedrig,0.11411658,Gesundheitsartikel,158.8604,Supermarkt_Gr.1
834,niedrig,0.046124444,Gefrorenes,206.7954,Lebensmittelladen
2181,normal,0.075849167,Snacks,85.1908,Supermarkt_Gr.1
1491,normal,0.065729039,Backwaren,188.324,Supermarkt_Gr.1
884,niedrig,0.097865088,Haushaltsartikel,221.8456,Lebensmittelladen
437,niedrig,0.058827583,Haushaltsartikel,110.4912,Lebensmittelladen
1324,niedrig,0.061313057,Getränke,93.3436,Supermarkt_Gr.2
141,normal,0.123961415,Snacks,33.2874,Supermarkt_Gr.1
2647,normal,0.014270394,Snacks,187.3872,Supermarkt_Gr.2
149,niedrig,0.060847634,Gefrorenes,75.0696,Lebensmittelladen
11445,niedrig,0,Früchte&Gemüse,253.0356,Supermarkt_Gr.3
1346,niedrig,0.014103354,Haushaltsartikel,225.4746,Supermarkt_Gr.1
774,niedrig,0.033901442,Getränke,56.2614,Supermarkt_Gr.1
3732,normal,0.024454052,Früchte&Gemüse,197.211,Supermarkt_Gr.1
108,normal,0,Milchprodukt,55.9298,Lebensmittelladen
5888,normal,0.096730427,Snacks,159.0262,Supermarkt_Gr.3
352,niedrig,0.097198194,Milchprodukt,89.8856,Supermarkt_Gr.1
2826,normal,0.066005186,Früchte&Gemüse,188.4214,Supermarkt_Gr.1
5955,normal,0.030890618,Dosenware,228.7352,Supermarkt_Gr.1
2333,niedrig,0.028498354,Backwaren,195.8136,Supermarkt_Gr.1
4248,niedrig,0.033883448,Snacks,213.2902,Supermarkt_Gr.1
3915,niedrig,0.066565644,Früchte&Gemüse,185.324,Supermarkt_Gr.1
116,niedrig,0.169943195,Gesundheitsartikel,116.2492,Lebensmittelladen
789,niedrig,0,Getränke,263.591,Supermarkt_Gr.1
1923,normal,0.084765192,Dosenware,215.0218,Supermarkt_Gr.1
4075,normal,0.027617046,Dosenware,168.279,Supermarkt_Gr.1
2818,niedrig,0.052166995,Snacks,121.7072,Supermarkt_Gr.1
6064,normal,0,Milchprodukt,184.2608,Supermarkt_Gr.3
205,niedrig,0.038460297,Haushaltsartikel,104.0332,Lebensmittelladen
2864,niedrig,0.025789175,Früchte&Gemüse,166.9474,Supermarkt_Gr.1
2213,normal,0.161301097,Dosenware,185.1266,Supermarkt_Gr.1
1274,niedrig,0.034640466,Alkohol,116.1492,Supermarkt_Gr.1
2109,niedrig,0,Milchprodukt,89.1856,Supermarkt_Gr.3
1594,normal,0.064307102,Früchte&Gemüse,77.3012,Supermarkt_Gr.1
2626,niedrig,0.076036381,Haushaltsartikel,153.9656,Supermarkt_Gr.2
4824,normal,0.071091591,Gefrorenes,228.601,Supermarkt_Gr.1
120,niedrig,0.187841082,Dosenware,119.244,Lebensmittelladen
541,niedrig,0.043234574,Cerealien,38.3164,Supermarkt_Gr.1
4211,niedrig,0.026055106,Früchte&Gemüse,169.5474,Supermarkt_Gr.3
4493,niedrig,0.109153001,Snacks,161.3578,Supermarkt_Gr.2
1188,niedrig,0.08062523,Haushaltsartikel,168.379,Supermarkt_Gr.1
176,normal,0.0901292,Früchte&Gemüse,89.8856,Lebensmittelladen
4139,normal,0.098938169,Gefrorenes,195.7768,Supermarkt_Gr.1
3579,normal,0,Früchte&Gemüse,225.1088,Supermarkt_Gr.1
3848,niedrig,0.032580547,Gesundheitsartikel,192.1162,Supermarkt_Gr.1
4960,niedrig,0.097937252,Fleisch,98.9042,Supermarkt_Gr.3
5384,normal,0,Früchte&Gemüse,208.5638,Supermarkt_Gr.1
2241,niedrig,0.020391845,Snacks,248.9092,Supermarkt_Gr.1
671,niedrig,0.103813029,Snacks,113.7544,Supermarkt_Gr.1
178,niedrig,0.031069203,Dosenware,179.6686,Lebensmittelladen
486,niedrig,0.062294473,Snacks,242.417,Lebensmittelladen
2380,normal,0.022914478,Früchte&Gemüse,181.195,Supermarkt_Gr.1
201,niedrig,0.152058281,Frühstücksartikel,99.9358,Supermarkt_Gr.1
652,niedrig,0.044991294,Haushaltsartikel,59.2562,Supermarkt_Gr.2
3968,niedrig,0.046214971,Backwaren,199.8084,Supermarkt_Gr.1
4187,normal,0.13312044,Dosenware,221.5798,Supermarkt_Gr.1
170,niedrig,0.255348289,Gesundheitsartikel,84.4224,Lebensmittelladen
3079,niedrig,0.036879539,Gefrorenes,181.3976,Supermarkt_Gr.1
4394,normal,0.044202545,Backwaren,182.995,Supermarkt_Gr.2
2578,normal,0.137858955,Gefrorenes,162.1236,Supermarkt_Gr.1
2629,normal,0.037668051,Milchprodukt,126.7704,Supermarkt_Gr.1
222,niedrig,0.224837308,Früchte&Gemüse,112.7886,Lebensmittelladen
1708,niedrig,0.089069748,Früchte&Gemüse,62.751,Supermarkt_Gr.2
1278,normal,0.053027398,Dosenware,86.0224,Supermarkt_Gr.1
5523,niedrig,0.118099673,Haushaltsartikel,262.891,Supermarkt_Gr.3
4013,niedrig,0,Gefrorenes,182.9292,Supermarkt_Gr.1
7646,niedrig,0.137023446,Milchprodukt,263.7568,Supermarkt_Gr.1
1768,normal,0.026950104,Backwaren,220.9456,Supermarkt_Gr.2
5626,niedrig,0,Gesundheitsartikel,224.4404,Supermarkt_Gr.2
3079,normal,0.119362812,Früchte&Gemüse,180.3976,Supermarkt_Gr.1
3875,normal,0.067350054,Snacks,257.3304,Supermarkt_Gr.2
